row_id,screen_name,tweet_text,location,lat_coord,lon_coord
798,dragont3496,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,Moldova,,
799,SirrK,wisconsin gop operative mark block details pivotal yacht meeting between cambridge analytica ,cyberspace,,
800,janefrancesgib1,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
801,LegalHermit,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,"Lagos, Nigeria",,
802,Zulubus,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,Canada,,
803,braingarbage,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,guantanamo,,
804,ShabibRizvi, on the 27th march bbc news failed to even report chris wylie testimony to the on cambridge analytica and instead concentrated on outrage for mark zuckerberg you had to go online to know what was happening inexplicable and surely a little sinister,"England, United Kingdom",,
805,megbenitez,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,,,
806,megbenitez,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
807,mvonrenteln,google has capabilities beyond george orwell’s wildest nightmares ,Germany,,
808,GrunHelo,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
809,everiday_joe,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,UK,,
810,RoyKenagy,the cambridge analytica scandal according to my mom zuckerberg doesn’t seem so nice after all she says “not that i’d be upset if you married him” ashley feinberg ,Des Moines,,
811,amatwyshyn,like facebook the entire tech industry needs to prove that they deserve consumer trust says ,,,
812,allagmatic,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,Nottingham,,
813,Manj_terrafirma,facebook suspends account of whistleblower christopher wylie for exposing cambridge analytica hand in interfering in elections across the world including india today wylie exposed the caste card played by the british firm to divide hindus which led to his account suspension ,"Bengaluru, India",,
814,linuxrocks2013,never mind facebook google is the all seeing ‘big brother’ you should know about ,,,
815,ann_cannon,wisconsin gop operative mark block details pivotal yacht meeting between cambridge analytica ,,,
816,annie_calvey,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,France,,
817,rosy26051980,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,,,
818,rosy26051980,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
819,MishaZmey1,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,"Великий Новгород, Россия",,
820,tecnolang,facebook user data is still out in the wild ,,,
821,pokeparadox,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,UK,,
822,nipsa,reclaiming the net from surveillance capitalism best thing i’ve read on cambridge analytica by ,Belfast,,
823,braingarbage,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,guantanamo,,
824,gypsy_soul77,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,"Houston, TX",,
825,Verman_Ceday,the article explains more than almost any other why the need for decentralisation is so important and so urgent read it follow him and learn more about your data privacy wants to build a marketplace that captures no data imagine ,,,
826,aewalll,google has capabilities beyond george orwell’s wildest nightmares ,"Grapevine, TX",,
827,jeromethegnome,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,U.K.,,
828,HRCFanGal,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
829,lisa399a,corbyn’s “facebook hate factory” in the sunday times amp hammering the electoral commission funny i think i saw this story already surfacecambridge analytica brexit 😏 good attempt by govt’s puppetmasters at deflecting the whistleblower accusations of cheating ,,,
830,rolandsky_tweet,read carefully ,"Buenos Aires*, Zürich, Berlin, Hotchurch",,
831,seregagor22,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,Винница,,
832,1jasliz,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,United States,,
833,jiver66,corbyn’s “facebook hate factory” in the sunday times amp hammering the electoral commission funny i think i saw this story already surfacecambridge analytica brexit 😏 good attempt by govt’s puppetmasters at deflecting the whistleblower accusations of cheating ,"Inverness, Highlands",,
834,montanarealtyc1,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,,,
835,sad_kmet,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,"Москва, Россия",,
836,m_personsbureau,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,Philadelphia PA ,,
837,MovsarGerzaliev,a former cambridge analytica employee said the company absolutely planted fake news watch this video to learn how they used the data obtained from facebook these glimpses provide vital information about methods that fake news companies use ,,,
838,Countrylawyer99,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
839,MovsarGerzaliev,advertisers threatened to abandon facebook as zuckerberg apologized for mistakes the company made over the scandal we build our system to offer advertisers as well as other users full content protection to avoid such excesses ,,,
840,Tsunami65,i cant afford to pay cambridge analytica with dark money to steal data from facebook so this is how far ive got on my own ,"South Shields, England",,
841,jthoward57,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
842,MariaDuggan,to clarify the contract shows gsr kogan company being commissioned to harvest the facebook on behalf of scl elections from which cambridge analytica was created below from on how he told facebook ,London/Melbourne/Herefordshire,,
843,Blitz_For_6,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,"Boston, MA",,
844,RedPeppermag,reclaiming the net from surveillance capitalism best thing i’ve read on cambridge analytica by ,UK,,
845,MovsarGerzaliev,this reportage from kenya shows how devastating can the issue with be facebook has responsibility not only for the us but for every country in the world that uses this platform that must be our and their top priority ,,,
846,ComeOnCov, on the 27th march bbc news failed to even report chris wylie testimony to the on cambridge analytica and instead concentrated on outrage for mark zuckerberg you had to go online to know what was happening inexplicable and surely a little sinister,European Union 🇪🇺,,
847,lharvell,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
848,emisrofl,a former cambridge analytica employee said the company absolutely planted fake news watch this video to learn how they used the data obtained from facebook these glimpses provide vital information about methods that fake news companies use ,"Ленинградская область, Россия",,
849,adam_hutson, business insider facebook says you have control over your personal information — but you dont really fb ,,,
850,AToppingJourno,the saga shows a need to tackle data harvesting internet corporations already have access to our information so solves nothing needs to address this head on before parliament ,"Nottingham, England",,
851,emisrofl,advertisers threatened to abandon facebook as zuckerberg apologized for mistakes the company made over the scandal we build our system to offer advertisers as well as other users full content protection to avoid such excesses ,"Ленинградская область, Россия",,
852,emisrofl,this reportage from kenya shows how devastating can the issue with be facebook has responsibility not only for the us but for every country in the world that uses this platform that must be our and their top priority ,"Ленинградская область, Россия",,
853,emisrofl,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,"Ленинградская область, Россия",,
854,annadevine66,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
855,osymandus,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,Essex,,
856,1jasliz,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,United States,,
857,eucatinScotland,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,"Scotland, United Kingdom",,
858,3axxxapof,a former cambridge analytica employee said the company absolutely planted fake news watch this video to learn how they used the data obtained from facebook these glimpses provide vital information about methods that fake news companies use ,,,
859,glenmalone2,cambridge analytica reportedly still hasn’t deleted facebook user data as promised ,"Birmingham, al",,
860,rhuadh56,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,"Scotland, United Kingdom",,
861,MrLuckyClover,yesterday threatened to sue us today we publish this meet the whistleblower blowing the lid off facebook amp cambridge analytica ,"Belgrade, Serbia",,
862,randumbrate,the cambridge analytica scandal exposes the mistake in allowing companies like facebook to self regulate in the first place ,San Francisco,,
863,philipnettleton, wants to ’s servers ,"Earth, Sol",,
864,rrabg5,facebook may be facing hundreds of millions of dollars in ftc fines ,NYC New York,,
865,Blink2XAmerica,my latest for on the facebook cambridge analytica fiasco ,,,
866,DavidShubinski,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Sault Ste Marie, MI",,
867,nobodyUknowIrl,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,Some where on Earth,,
868,ThugLifeSocial,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,South Florida,,
869,ritegrowth,as fallout from facebook and cambridge analytica continues marketers shrug 📣 ⏩ ,"Prague, Czech Republic",,
870,mutaz_al,a former cambridge analytica employee said the company absolutely planted fake news watch this video to learn how they used the data obtained from facebook these glimpses provide vital information about methods that fake news companies use ,Riyadh,,
871,Point_tecno,gadgets360 facebook user data is still out in the wild ,"Aguascalientes, México",,
872,Gadgets360,facebook user data is still out in the wild ,India's most popular tech site,,
873,mutaz_al,advertisers threatened to abandon facebook as zuckerberg apologized for mistakes the company made over the scandal we build our system to offer advertisers as well as other users full content protection to avoid such excesses ,Riyadh,,
874,zizekupdates, new zizek article cambridge analytica didn’t abuse the happiness industry – it was used exactly how it was intended to be ,,,
875,gaialive,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,the lab,,
876,mutaz_al,this reportage from kenya shows how devastating can the issue with be facebook has responsibility not only for the us but for every country in the world that uses this platform that must be our and their top priority ,Riyadh,,
877,streathamalley,why almost everything reported about the cambridge analytica facebook ‘hacking’ controversy is wrong ,"Streatham, London",,
878,MovsarGerzaliev,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,,,
879,cvkellison,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,New York,,
880,mutaz_al,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,Riyadh,,
881,Backstorymom1,wisconsin gop operative mark block helped link steve bannon cambridge analytica via ,,,
882,lee_alley,why almost everything reported about the cambridge analytica facebook ‘hacking’ controversy is wrong ,London,,
883,cvkellison,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,New York,,
884,0marBouguerra,“why almost everything reported about the cambridge analytica facebook ‘hacking’ controversy is…” by chris kavanagh ,"Gent, België",,
885,kowkiler,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,"Fairbanks, AK",,
886,PhilPhilbutler,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"England, United Kingdom",,
887,catinca_ilinca,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"South East, England",,
888,jsinvr,the mercers bannon and cambridge analytica are central to this scheme we reported last year that ca data included improperly harvested personal information of facebook users a fact now confirmed by facebook ,,,
889,Nexusdog_UK,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,Europe,,
890,LWilliamsio,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,"North West, England. ",,
891,BrikKirby,corbyn’s “facebook hate factory” in the sunday times amp hammering the electoral commission funny i think i saw this story already surfacecambridge analytica brexit 😏 good attempt by govt’s puppetmasters at deflecting the whistleblower accusations of cheating ,,,
892,diversityinall,world exclusive fmr top cambridge analytica executive now whistleblower facebook data policy has been exploitative and incredibly irresponsible ,,,
893,andy_n2000,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,London,,
894,MrLuckyClover,facebook ceo zuckerberg will reportedly testify before us congress on cambridge analytica leak mar 27 but will send substitute to uk mar 27 nothing says im sorry like apology by advertisment amp declining to take questions,"Belgrade, Serbia",,
895,reacctionary,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,,,
896,diversityinall,the cambridge analytica facebook scandal is not the first one and the data breach occurred 2 years ago no transparency ,,,
897,SarahTHEONE14,great reporting from bbc doc back in 2017 that explains how cambridge analytica and the trump campaign used facebook ,"Nottingham, England",,
898,den4ikk2k17,a former cambridge analytica employee said the company absolutely planted fake news watch this video to learn how they used the data obtained from facebook these glimpses provide vital information about methods that fake news companies use ,Türkiye,,
899,den4ikk2k17,advertisers threatened to abandon facebook as zuckerberg apologized for mistakes the company made over the scandal we build our system to offer advertisers as well as other users full content protection to avoid such excesses ,Türkiye,,
900,den4ikk2k17,this reportage from kenya shows how devastating can the issue with be facebook has responsibility not only for the us but for every country in the world that uses this platform that must be our and their top priority ,Türkiye,,
901,GwWillgaz31,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Saint Helens, England",,
902,nomorequangos,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Kilfenora, Co. Clare, Ireland.",,
903,tweetogram,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
904,den4ikk2k17,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,Türkiye,,
905,hrih51,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Belfast, Northern Ireland",,
906,FavThngs,the cambridge analytica facebook scandal is not the first one and the data breach occurred 2 years ago no transparency ,Florida,,
907,KayWatsSept1954,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,Independence for Scotland ,,
908,SexCpotatoes,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Brewster, OH",,
909,IainLintonSNP,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
910,Slava_Poison,a former cambridge analytica employee said the company absolutely planted fake news watch this video to learn how they used the data obtained from facebook these glimpses provide vital information about methods that fake news companies use ,"Москва, Россия",,
911,FavThngs,world exclusive fmr top cambridge analytica executive now whistleblower facebook data policy has been exploitative and incredibly irresponsible ,Florida,,
912,RJHuttTPH,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,,,
913,Matt_Stefon,as the us frets over facebook and cambridge analytica the eu sets tough new rules protecting citizen online data privacy ,North of Boston,,
914,icecolbeveridge,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Dorset, UK",,
915,gaialive,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,the lab,,
916,mlbosin,a social media used by most usa citizens was targeted by a hostile foreign power to illegally place a russian operative in power in the usa ,United States,,
917,veraenid,corbyn’s “facebook hate factory” in the sunday times amp hammering the electoral commission funny i think i saw this story already surfacecambridge analytica brexit 😏 good attempt by govt’s puppetmasters at deflecting the whistleblower accusations of cheating ,southwest,,
918,KimKriz1,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,"West Henrietta, NY",,
919,gaialive,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,the lab,,
920,HerrDrGonzo,i cant afford to pay cambridge analytica with dark money to steal data from facebook so this is how far ive got on my own ,"Woody Creek, Colorado",,
921,scott_squires,facebook says you own all the data you post not even close say privacy experts ,Los Angeles,,
922,realpaolathomas,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,Seattle,,
923,jw35,“you know those little confirmation windows that pop up when someone wants to play candy crush or use facebook to log in rather than make a new password for a random site yeah those” ,"Cambridgeshire, England",,
924,mordesco,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
925,davstir,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Surrey, UK",,
926,orwells_cat,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,,,
927,aquaagtw,how cambridge analytica’s facebook targeting model really worked ars technica ,"Pittsburgh, PA",,
928,grannynannynews,the cambridge analytica scandal exposes the mistake in allowing companies like facebook to self regulate in the first place ,"New York, USA",,
929,laura_iskra72,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,,,
930,cstokes183,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,Southampton,,
931,annetteashley61,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Nord-Pas-de-Calais, France",,
932,Siavagunner,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,,,
933,Danjite,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,"Wellington, NZ",,
934,bjaycat1985,cambridge analytica agreed to give a political action committee founded by john bolton data harvested from millions of facebook users documents released by parliament show ,,,
935,nishanthsastry,interesting article and well worth a read ,carmen sandiego,,
936,DavesRantz,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,UK,,
937,druidessUK,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,,,
938,MxWllSolutions, says you have over your personal — but you dont really ,"Michigan, USA",,
939,superfurryaniml,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,"Enfield, London",,
940,deejayiwan,how cambridge analytica’s facebook targeting model really worked ars technica ,Worldwide,,
941,EducationistK,“revealed 50 million facebook profiles harvested for cambridge analytica in major data breach …” ,,,
942,Slava_Poison,advertisers threatened to abandon facebook as zuckerberg apologized for mistakes the company made over the scandal we build our system to offer advertisers as well as other users full content protection to avoid such excesses ,"Москва, Россия",,
943,Beverly21811568,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Maryville, Tennessee",,
944,Mishman61,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,"Bucks County, Pennsylvania",,
945,KpHeaney,facebook says you own all the data you post not even close say privacy experts ,,,
946,Andrew_Campling,how cambridge analytica’s facebook targeting model really worked ,London,,
947,shalabolic,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
948,elaine_shea,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
949,kiroygo,a former cambridge analytica employee said the company absolutely planted fake news watch this video to learn how they used the data obtained from facebook these glimpses provide vital information about methods that fake news companies use ,,,
950,shkurkamur,a former cambridge analytica employee said the company absolutely planted fake news watch this video to learn how they used the data obtained from facebook these glimpses provide vital information about methods that fake news companies use ,мо,,
951,kiroygo,advertisers threatened to abandon facebook as zuckerberg apologized for mistakes the company made over the scandal we build our system to offer advertisers as well as other users full content protection to avoid such excesses ,,,
952,ipmallipnews,how cambridge analytica’s facebook targeting model really worked 0 visits ,"Concord, NH, USA",,
953,Slava_Poison,this reportage from kenya shows how devastating can the issue with be facebook has responsibility not only for the us but for every country in the world that uses this platform that must be our and their top priority ,"Москва, Россия",,
954,shkurkamur,advertisers threatened to abandon facebook as zuckerberg apologized for mistakes the company made over the scandal we build our system to offer advertisers as well as other users full content protection to avoid such excesses ,мо,,
955,shkurkamur,this reportage from kenya shows how devastating can the issue with be facebook has responsibility not only for the us but for every country in the world that uses this platform that must be our and their top priority ,мо,,
956,GenKrock_,a former cambridge analytica employee said the company absolutely planted fake news watch this video to learn how they used the data obtained from facebook these glimpses provide vital information about methods that fake news companies use ,"Amsterdam, Nederland",,
957,kiroygo,this reportage from kenya shows how devastating can the issue with be facebook has responsibility not only for the us but for every country in the world that uses this platform that must be our and their top priority ,,,
958,brendanoe60,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,,,
959,TerriFe40448858,here is is the cambridge analytica facebook contract denied by facebook denied by cambridge analytica leaked by and published today by as part of uk parliament fake news inquiry ,"Louisiana, USA",,
960,TheStephenRalph,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,"Ayr, European Union 🇪🇺🇬🇧",,
961,ninjabitch,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,on a spinning lump of rock,,
962,lexistwit,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Auckland, New Zealand",,
963,lex88881,a former cambridge analytica employee said the company absolutely planted fake news watch this video to learn how they used the data obtained from facebook these glimpses provide vital information about methods that fake news companies use ,,,
964,Shambalah010,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,"Mango, FL",,
965,TheRascal2010,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
966,northlondonpoly, on the 27th march bbc news failed to even report chris wylie testimony to the on cambridge analytica and instead concentrated on outrage for mark zuckerberg you had to go online to know what was happening inexplicable and surely a little sinister,"Wiltshire, European Union ",,
967,SteveZeitch,apple tim cook calls for stronger privacy laws after the facebook scandal ,,,
968,BrennanNichole,corbyn’s “facebook hate factory” in the sunday times amp hammering the electoral commission funny i think i saw this story already surfacecambridge analytica brexit 😏 good attempt by govt’s puppetmasters at deflecting the whistleblower accusations of cheating ,"Brighton, England",,
969,EAMiller49,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,,,
970,Devo_Too,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,"Leeds, England",,
971,bitxbitxbitcoin,facebook and cambridge analytica everybody learning nothing from this ,"Las Vegas, NV",,
972,Sailorscout58,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
973,criptojoon,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,Russia,,
974,simlink_it,how cambridge analytica’s facebook targeting model really worked ,,,
975,elliotl19668257,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,,,
976,afigueiredo,how cambridge analytica’s facebook targeting model really worked ars technica ,"Boston, MA",,
977,GrahamGrumps,yesterday threatened to sue us today we publish this meet the whistleblower blowing the lid off facebook amp cambridge analytica , Cornwall,,
978,TheStephenRalph,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,"Ayr, European Union 🇪🇺🇬🇧",,
979,MolekulaH2O,it already clear that neither peter thiel nor palantir are going to suffer any serious consequences over their involvement in cambridge analytica facebook scandal just as they suffered none after team themis this is why were building pursuance,,,
980,TheStephenRalph,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Ayr, European Union 🇪🇺🇬🇧",,
981,Starteller,here is is the cambridge analytica facebook contract denied by facebook denied by cambridge analytica leaked by and published today by as part of uk parliament fake news inquiry ,,,
982,PierAsselin,kogan and his business partner joseph chancellor who later went on to work for facebook where he remains harvested data using a personality app developed through kogan’s commercial enterprise what ,Québec (CAN),,
983,weststrider,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,Dachtichmir,,
